Average User Rating,User Rating Count,Price,Primary Genre,Genres,,,,,,,,,,,,,
3,1782,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
3.5,552,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
4.5,32,5.99,Games,"Games, Casino, Entertainment, Strategy",,,,,,,,,,,,,
3,183,0,Games,"Games, Strategy, Sports, Entertainment",,,,,,,,,,,,,
3.5,51383,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4,1250,0.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
1.5,46,0.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
3.5,38,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
3,136,0,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
,,2.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
4,2091,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
4.5,676,4.99,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,1312,2.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
3.5,380,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4,2205,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3,1900,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4,203,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4.5,22149,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
4,13,0.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
4,38,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
3.5,217,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
4,997,3.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
4,4424,2.99,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
4,2171,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
2.5,55,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
3,914,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,1460,0.99,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,1249,0.99,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4,861,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3.5,3293,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3,188,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
4.5,10,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3,361,0,Games,"Games, Puzzle, Strategy, Education",,,,,,,,,,,,,
3.5,24,9.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
3,103,0.99,Games,"Games, Entertainment, Strategy, Trivia",,,,,,,,,,,,,
3,258,0,Games,"Games, Strategy, Role Playing, Entertainment",,,,,,,,,,,,,
4.5,725,3.99,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
1.5,56,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
3,63,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
5,5,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,60,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3,298,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
4,12661,0,Games,"Games, Strategy, Role Playing, Entertainment",,,,,,,,,,,,,
3,93,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
2.5,479,0,Games,"Games, Simulation, Utilities, Strategy",,,,,,,,,,,,,
3.5,563,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
3,100,2.99,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
4,3673,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
3.5,3298,2.99,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
3,354,4.99,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
4,481,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
3,94,1.99,Games,"Games, Entertainment, Strategy, Card",,,,,,,,,,,,,
4.5,24,0,Games,"Games, Puzzle, Strategy, Education",,,,,,,,,,,,,
4.5,10,0,Games,"Games, Strategy, Board, Utilities",,,,,,,,,,,,,
4,8861,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
2,6,0,Education,"Education, Strategy, Puzzle, Games",,,,,,,,,,,,,
3.5,663,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
3.5,296,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4.5,39,2.99,Games,"Games, Strategy, Education, Puzzle",,,,,,,,,,,,,
3,403,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
4,5164,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
4,139,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
2.5,15,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
,,1.99,Utilities,"Utilities, Strategy, Word, Games",,,,,,,,,,,,,
3.5,515,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4,197,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,26,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4.5,1223,0,Entertainment,"Entertainment, Games, Card, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4,11125,4.99,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
3,57,0,Games,"Games, Entertainment, Strategy",,,,,,,,,,,,,
4,37,0,Games,"Games, Strategy",,,,,,,,,,,,,
3,6,0.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
2.5,341,0,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
4,660,1.99,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
2.5,34,2.99,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
4.5,4516,4.99,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
1.5,7,0.99,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
2.5,12,0.99,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
2.5,23,0,Entertainment,"Entertainment, Puzzle, Games, Strategy",,,,,,,,,,,,,
2.5,6,1.99,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
4.5,889,4.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4,1719,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
3.5,88,0,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
3.5,58,0,Games,"Games, Card, Strategy, Entertainment",,,,,,,,,,,,,
4,766,2.99,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
2.5,28,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
3,26,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4,1815,0.99,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
4,6602,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
2,9,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4,22,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,6983,2.99,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
3.5,36,0,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,12,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
3.5,2492,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
3.5,66,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
4,1920,4.99,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
2.5,10384,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
4.5,12485,4.99,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
4.5,2820,0.99,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Word",,,,,,,,,,,,,
2.5,93,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4,303,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4.5,13147,0.99,Games,"Games, Casual, Strategy",,,,,,,,,,,,,
4.5,1439,3.99,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
4,615,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
4.5,36217,0.99,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
4,124,0.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Word",,,,,,,,,,,,,
4.5,59,6.99,Games,"Games, Strategy, Board, Education",,,,,,,,,,,,,
3.5,113,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
4,2002,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
3,74,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,12136,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
3.5,832,2.99,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
3.5,383,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
4,18605,0.99,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
3,94,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4.5,17551,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
3.5,137,1.99,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
4.5,1194,3.99,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
3,32,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3,9,0,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
4,407,1.99,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,1.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4,37,0.99,Entertainment,"Entertainment, Strategy, Games, Puzzle",,,,,,,,,,,,,
3.5,19,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3.5,53,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4,1006,2.99,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
3.5,74,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3.5,197,0,Games,"Games, Board, Strategy, Entertainment",,,,,,,,,,,,,
4,1016,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
3.5,35,0.99,Games,"Games, Casual, Strategy, Entertainment",,,,,,,,,,,,,
1.5,56,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4,12,0,Games,"Games, Board, Strategy, Business",,,,,,,,,,,,,
4,7955,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
4,107,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
4,531,0,Games,"Games, Entertainment, Strategy, Card",,,,,,,,,,,,,
4.5,1985,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
3,5867,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
4.5,8409,2.99,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
2,5,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
3,15,0.99,Games,"Games, Entertainment, Strategy, Role Playing",,,,,,,,,,,,,
2.5,30,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
4.5,12,0.99,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
2.5,243,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
2.5,243,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4.5,3330,0.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4,346,4.99,Games,"Games, Strategy, Simulation",,,,,,,,,,,,,
3,27,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
3.5,140,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
3.5,115,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4,25,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4.5,141,0.99,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
4.5,552,0.99,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Casual, Strategy, Education",,,,,,,,,,,,,
2.5,32,0,Games,"Games, Strategy, Entertainment, Action",,,,,,,,,,,,,
3,12,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3,5,0,Games,"Games, Education, Puzzle, Strategy",,,,,,,,,,,,,
3.5,119,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
4,1841,0.99,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
4,160,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
4.5,84,2.99,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
3.5,941,0,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
4,12,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
4.5,3455,0.99,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3,6,0,Games,"Games, Board, Entertainment, Strategy",,,,,,,,,,,,,
3.5,8,0,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
,,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
4,172,0,Games,"Games, Trivia, Strategy, Lifestyle",,,,,,,,,,,,,
4.5,15468,0,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
4.5,41024,0,Games,"Games, Strategy, Adventure",,,,,,,,,,,,,
2,1675,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
5,39,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
4.5,180,1.99,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
4.5,47,0,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
3.5,57,11.99,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
4.5,9418,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
4.5,574,4.99,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
,,2.99,Games,"Games, Card, Entertainment, Strategy",,,,,,,,,,,,,
3.5,733,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
4.5,538,0.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Puzzle, Education, Strategy",,,,,,,,,,,,,
4,5113,0,Games,"Games, Strategy, Casual, Entertainment",,,,,,,,,,,,,
4.5,513,2.99,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3.5,820,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4,114,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Card, Entertainment, Strategy",,,,,,,,,,,,,
2,53,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
2.5,29,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
4,610,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4.5,21,0,Games,"Games, Entertainment, Casino, Strategy",,,,,,,,,,,,,
3.5,8,2.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
4,575,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
2.5,109,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
3.5,74,0,Games,"Games, Education, Strategy, Board",,,,,,,,,,,,,
,,0,Games,"Games, Adventure, Strategy, Entertainment",,,,,,,,,,,,,
3.5,701,0,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4,17,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
3,32290,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,14,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3,58,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,424,2.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
,,0.99,Games,"Games, Education, Strategy",,,,,,,,,,,,,
1,15,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
1,15,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
3.5,49,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
3.5,701,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
4,167,0.99,Games,"Games, Strategy, Entertainment, Racing",,,,,,,,,,,,,
4.5,70,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,37,0,Games,"Games, Lifestyle, Puzzle, Strategy",,,,,,,,,,,,,
4,10,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
2,13,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
1.5,10,0,Games,"Games, Entertainment, Puzzle, Strategy",,,,,,,,,,,,,
4.5,689,2.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3.5,498,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,14777,0,Games,"Games, Entertainment, Strategy, Card",,,,,,,,,,,,,
,,0.99,Games,"Games, Entertainment, Strategy, Simulation",,,,,,,,,,,,,
,,0.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
2.5,17,0,Games,"Games, Role Playing, Strategy, Entertainment",,,,,,,,,,,,,
4,124,0,Utilities,"Utilities, Strategy, Games, Board",,,,,,,,,,,,,
4,265,0,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
4,1017,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,17,2.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
2,9,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
2,312,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4,179,0.99,Games,"Games, Entertainment, Card, Strategy",,,,,,,,,,,,,
5,12774,4.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
4,526,0.99,Games,"Games, Strategy",,,,,,,,,,,,,
3,84,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
2.5,125,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,50,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,552,0,Games,"Games, Entertainment, Action, Strategy",,,,,,,,,,,,,
3.5,201,0,Games,"Games, Action, Entertainment, Strategy",,,,,,,,,,,,,
4,103,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
3.5,263,0,Games,"Games, Simulation, Strategy, Entertainment",,,,,,,,,,,,,
3.5,136,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,496,2.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
3.5,576,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,790,5.99,Games,"Games, Strategy, Entertainment, Card",,,,,,,,,,,,,
3,3909,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
3,1018,0,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0.99,Games,"Games, Entertainment, Strategy, Role Playing",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Strategy, Utilities",,,,,,,,,,,,,
,,0.99,Education,"Education, Family, Strategy, Games",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Entertainment",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
,,0.99,Games,"Games, Entertainment, Strategy, Puzzle",,,,,,,,,,,,,
4,25,0.99,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
2.5,157,4.99,Games,"Games, Reference, Strategy, Board",,,,,,,,,,,,,
3.5,271,0,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
2.5,330,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
4.5,1174,2.99,Games,"Games, Strategy, Action",,,,,,,,,,,,,
,,0,Games,"Games, Puzzle, Education, Strategy",,,,,,,,,,,,,
2.5,38,0,Games,"Games, Sports, Sports, Strategy",,,,,,,,,,,,,
3.5,16,0.99,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
3,19,0,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4.5,371,0,Games,"Games, Strategy, Role Playing",,,,,,,,,,,,,
4,7,0,Games,"Games, Strategy, Action, Entertainment",,,,,,,,,,,,,
3.5,275,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4.5,3548,0,Games,"Games, Entertainment, Role Playing, Strategy",,,,,,,,,,,,,
3,185,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
4.5,18,0,Games,"Games, Strategy, Puzzle",,,,,,,,,,,,,
4.5,14789,0,Games,"Games, Action, Strategy, Entertainment",,,,,,,,,,,,,
4,161,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
4,123,0,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Trivia, Strategy, Entertainment",,,,,,,,,,,,,
,,0.99,Games,"Games, Trivia, Strategy, Entertainment",,,,,,,,,,,,,
4,617,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
4.5,461,0.99,Games,"Games, Role Playing, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,5,3.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Action, Strategy, Games",,,,,,,,,,,,,
4.5,3210,2.99,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
5,6,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
4,599,0,Games,"Games, Entertainment, Role Playing, Strategy",,,,,,,,,,,,,
4.5,6160,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
4,686,0,Games,"Games, Entertainment, Strategy, Card",,,,,,,,,,,,,
,,0.99,Games,"Games, Action, Strategy",,,,,,,,,,,,,
3.5,16,0,Games,"Games, Entertainment, Strategy, Board",,,,,,,,,,,,,
5,20923,7.99,Games,"Games, Board, Strategy",,,,,,,,,,,,,
,,0,Entertainment,"Entertainment, Games, Board, Strategy",,,,,,,,,,,,,
3.5,698,0,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
3.5,68,2.99,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
,,0,Games,"Games, Strategy",,,,,,,,,,,,,
4,538,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
3.5,3154,0,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
4.5,834,0,Games,"Games, Entertainment, Role Playing, Strategy",,,,,,,,,,,,,
2.5,97,0,Games,"Games, Strategy, Casual, Sports",,,,,,,,,,,,,
4,5,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
3.5,203,0,Games,"Games, Board, Strategy",,,,,,,,,,,,,
3,338,0,Entertainment,"Entertainment, Strategy, Games, Simulation",,,,,,,,,,,,,
4,142,0,Games,"Games, Strategy, Board",,,,,,,,,,,,,
,,0.99,Games,"Games, Word, Strategy, Utilities",,,,,,,,,,,,,
3.5,27,0,Games,"Games, Simulation, Entertainment, Strategy",,,,,,,,,,,,,
4,23,0,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
4,607,0,Games,"Games, Family, Entertainment, Strategy",,,,,,,,,,,,,
4.5,9,0.99,Games,"Games, Puzzle, Entertainment, Strategy",,,,,,,,,,,,,
3.5,333,0,Games,"Games, Entertainment, Simulation, Strategy",,,,,,,,,,,,,
4.5,19322,1.99,Games,"Games, Role Playing, Entertainment, Strategy",,,,,,,,,,,,,
4,2582,2.99,Games,"Games, Strategy, Casual",,,,,,,,,,,,,
4.5,2931,0,Games,"Games, Strategy, Entertainment, Puzzle",,,,,,,,,,,,,
4.5,698,2.99,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
4.5,698,2.99,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
2,16,1.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
4.5,709,2.99,Games,"Games, Strategy, Board, Entertainment",,,,,,,,,,,,,
3.5,23,0.99,Games,"Games, Puzzle, Strategy, Entertainment",,,,,,,,,,,,,
4.5,1361,4.99,Games,"Games, Strategy, Board",,,,,,,,,,,,,
2.5,9,1.99,Games,"Games, Entertainment, Board, Strategy",,,,,,,,,,,,,
3.5,244,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,8,0.99,Games,"Games, Strategy, Card, Education",,,,,,,,,,,,,
3,48,0,Games,"Games, Entertainment, Casual, Strategy",,,,,,,,,,,,,
3,25,0,Games,"Games, Strategy, Board, Lifestyle",,,,,,,,,,,,,
4,156,0,Book,"Books, Games, Board, Strategy",,,,,,,,,,,,,
3.5,56,0,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
2.5,6,0.99,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
4.5,2169,2.99,Games,"Games, Casual, Entertainment, Strategy",,,,,,,,,,,,,
4,204,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
,,0,Games,"Games, Action, Strategy",,,,,,,,,,,,,
4,1932,0,Games,"Games, Strategy, Puzzle, Entertainment",,,,,,,,,,,,,
4,2243,0,Games,"Games, Strategy, Simulation, Entertainment",,,,,,,,,,,,,
3.5,7,0,Games,"Games, Puzzle, Strategy",,,,,,,,,,,,,
3.5,605,0,Games,"Games, Simulation, Strategy",,,,,,,,,,,,,
3.5,88,1.99,Games,"Games, Utilities, Card, Strategy",,,,,,,,,,,,,
4.5,55,0.99,Games,"Games, Strategy, Entertainment, Simulation",,,,,,,,,,,,,
,,0.99,Entertainment,"Entertainment, Strategy, Games, Card",,,,,,,,,,,,,
4,51485,0,Games,"Games, Entertainment, Role Playing, Strategy",,,,,,,,,,,,,
4.5,648,3.99,Games,"Games, Strategy, Entertainment, Board",,,,,,,,,,,,,
3.5,568,0.99,Games,"Games, Entertainment, Strategy, Action",,,,,,,,,,,,,
4,15,0,Games,"Games, Strategy, Card",,,,,,,,,,,,,
,,0.99,Games,"Games, Strategy, Puzzle, Education",,,,,,,,,,,,,
4.5,26,0,Games,"Games, Family, Lifestyle, Strategy",,,,,,,,,,,,,
